1.20373e+44 0.452464 14.2771
1.05936e+44 0.372376 14.2313
1.60877e+44 0.495701 14.6604
1.26438e+44 0.356465 14.3896
2.43453e+44 0.501219 14.4354
1.70223e+44 0.391489 14.2854
2.29686e+44 0.480387 14.6146
1.06949e+44 0.396789 14.1438
2.31469e+44 0.401732 14.4979
1.22871e+44 0.367135 14.4104
1.6875e+44 0.350566 14.4771
8.77297e+43 0.375301 14.2813
2.62165e+44 0.400240 14.5438
3.72007e+44 0.685680 14.5563
2.77637e+44 0.524340 14.6479
1.11442e+44 0.431558 14.3938
8.96451e+43 0.363583 14.2104
3.41624e+44 0.402760 14.8521
3.65912e+44 0.619182 14.5688
1.11089e+44 0.369292 14.3854
2.2207e+44 0.570990 14.4688
1.09661e+44 0.365206 14.4188
1.25189e+44 0.379727 14.3854
1.28086e+44 0.455999 14.4063
1.80177e+44 0.461959 14.5021
3.76247e+44 0.688410 14.6813
1.1126e+44 0.465876 14.4271
2.65834e+44 0.496694 14.5313
1.42696e+44 0.429685 14.5771
9.05579e+43 0.350826 14.4229
1.50844e+44 0.481503 14.5271
1.34688e+44 0.442545 14.5938
1.46411e+44 0.470820 14.2521
1.02266e+44 0.458795 14.3688
1.31516e+44 0.447149 14.2896
1.29507e+44 0.455179 14.4521
2.05661e+44 0.372856 14.4604
9.2894e+43 0.391361 14.5854
2.43484e+44 0.480890 14.5396
8.57115e+43 0.373868 14.2604
1.50222e+44 0.464565 14.3688
1.30043e+44 0.443273 14.5563
1.51409e+44 0.448756 14.4979
1.13673e+44 0.375887 14.4604
2.54804e+44 0.416860 14.5479
1.41536e+44 0.417225 14.3104
3.19138e+44 0.646899 14.4896
3.22319e+44 0.615374 14.6104
1.3085e+44 0.377368 14.3979
9.93782e+43 0.355167 14.3354
1.23674e+44 0.445965 14.4271
9.69641e+43 0.420109 14.1813
1.97984e+44 0.577436 14.3146
2.22717e+44 0.439197 14.5813
1.61112e+44 0.367937 14.5521
1.04233e+44 0.358692 14.4729
1.38128e+44 0.466578 14.2896
1.43946e+44 0.361309 14.4604
3.58233e+44 0.432726 14.4646
1.03473e+44 0.465162 14.3188
1.15417e+44 0.415388 14.3646
1.01492e+44 0.456915 14.4354
9.85793e+43 0.374363 14.4604
1.90683e+44 0.363447 14.5938
1.00854e+44 0.436668 14.3854
2.12662e+44 0.421092 14.5229
1.29419e+44 0.411395 14.3604
2.11918e+44 0.539382 14.5271
1.23413e+44 0.379326 14.4146
3.62365e+44 0.401784 14.6729
1.72011e+44 0.521429 14.4271
1.18793e+44 0.415838 14.4146
2.7982e+44 0.420314 14.5771
1.61333e+44 0.516825 14.3521
1.44755e+44 0.411574 14.5188
3.20533e+44 0.674561 14.4938
1.52583e+44 0.401688 14.4313
1.28239e+44 0.489610 14.1604
4.08752e+44 0.625163 14.5688
