1.472714e+01 6.185707e+44 0.000000e+00 0.000000e+00 0.527035 5.606082 0.000000 0.000000
1.473527e+01 4.046360e+44 0.000000e+00 0.000000e+00 0.703537 8.799251 0.000000 0.000000
1.464060e+01 2.197943e+44 0.000000e+00 0.000000e+00 0.346807 4.915565 0.000000 0.000000
1.468092e+01 4.579821e+44 0.000000e+00 0.000000e+00 0.858510 9.468745 0.000000 0.000000
1.474398e+01 1.768110e+44 0.000000e+00 0.000000e+00 0.159924 4.101371 0.000000 0.000000
1.472173e+01 5.291514e+44 0.000000e+00 0.000000e+00 0.618296 5.627679 0.000000 0.000000
1.475208e+01 4.172912e+44 0.000000e+00 0.000000e+00 0.404434 8.614281 0.000000 0.000000
1.467821e+01 1.652312e+44 0.000000e+00 0.000000e+00 0.029765 2.056899 0.000000 0.000000
1.461238e+01 5.484999e+44 0.000000e+00 0.000000e+00 0.935086 4.770215 0.000000 0.000000
1.466459e+01 2.424995e+44 0.000000e+00 0.000000e+00 0.447292 3.104658 0.000000 0.000000
1.462705e+01 1.787974e+44 0.000000e+00 0.000000e+00 0.518852 6.097614 0.000000 0.000000
1.473568e+01 2.977125e+44 0.000000e+00 0.000000e+00 0.829851 8.588442 0.000000 0.000000
1.473173e+01 7.895226e+44 0.000000e+00 0.000000e+00 0.693484 8.571961 0.000000 0.000000
1.475380e+01 3.400463e+44 0.000000e+00 0.000000e+00 0.641613 10.425216 0.000000 0.000000
1.474468e+01 7.127305e+44 0.000000e+00 0.000000e+00 0.745201 8.881991 0.000000 0.000000
1.468928e+01 6.979405e+44 0.000000e+00 0.000000e+00 0.812900 7.635139 0.000000 0.000000
1.477095e+01 3.382739e+44 0.000000e+00 0.000000e+00 0.455070 7.037946 0.000000 0.000000
1.467406e+01 4.158467e+44 0.000000e+00 0.000000e+00 0.168618 3.368883 0.000000 0.000000
1.473715e+01 2.257495e+44 0.000000e+00 0.000000e+00 0.791553 11.271552 0.000000 0.000000
1.463643e+01 5.234175e+44 0.000000e+00 0.000000e+00 0.984610 6.440923 0.000000 0.000000
1.472213e+01 1.238928e+44 0.000000e+00 0.000000e+00 0.577207 5.898585 0.000000 0.000000
1.462645e+01 2.619335e+44 0.000000e+00 0.000000e+00 0.444381 3.457291 0.000000 0.000000
1.465544e+01 4.028316e+44 0.000000e+00 0.000000e+00 0.942422 9.815179 0.000000 0.000000
1.475866e+01 2.039197e+44 0.000000e+00 0.000000e+00 0.241428 4.516444 0.000000 0.000000
1.465396e+01 1.657812e+44 0.000000e+00 0.000000e+00 0.685076 5.601472 0.000000 0.000000
1.476828e+01 3.589065e+44 0.000000e+00 0.000000e+00 0.479926 3.652217 0.000000 0.000000
1.467377e+01 3.992812e+44 0.000000e+00 0.000000e+00 0.665644 5.470941 0.000000 0.000000
1.471031e+01 3.845401e+44 0.000000e+00 0.000000e+00 0.339933 4.621910 0.000000 0.000000
1.476210e+01 3.319771e+44 0.000000e+00 0.000000e+00 0.518468 9.568540 0.000000 0.000000
1.477813e+01 5.764526e+44 0.000000e+00 0.000000e+00 0.222568 5.697614 0.000000 0.000000
1.474387e+01 6.107576e+44 0.000000e+00 0.000000e+00 0.901825 9.848917 0.000000 0.000000
1.462014e+01 2.353286e+44 0.000000e+00 0.000000e+00 0.466766 3.928723 0.000000 0.000000
1.475774e+01 2.856205e+44 0.000000e+00 0.000000e+00 0.677530 5.449142 0.000000 0.000000
1.469583e+01 1.964715e+44 0.000000e+00 0.000000e+00 0.157990 4.655260 0.000000 0.000000
1.468335e+01 3.955208e+44 0.000000e+00 0.000000e+00 0.658312 7.265151 0.000000 0.000000
1.464652e+01 2.192249e+44 0.000000e+00 0.000000e+00 0.287528 3.390521 0.000000 0.000000
1.461924e+01 1.288369e+44 0.000000e+00 0.000000e+00 0.252467 2.985067 0.000000 0.000000
1.475834e+01 5.843580e+44 0.000000e+00 0.000000e+00 0.308339 4.976364 0.000000 0.000000
1.470003e+01 2.016988e+44 0.000000e+00 0.000000e+00 0.267857 3.675868 0.000000 0.000000
1.476905e+01 2.510402e+44 0.000000e+00 0.000000e+00 0.061393 3.913162 0.000000 0.000000
1.462540e+01 4.879307e+44 0.000000e+00 0.000000e+00 0.932915 4.737946 0.000000 0.000000
1.470762e+01 5.862541e+44 0.000000e+00 0.000000e+00 0.978907 8.207638 0.000000 0.000000
1.477248e+01 3.638664e+44 0.000000e+00 0.000000e+00 0.348104 4.887391 0.000000 0.000000
1.465450e+01 3.007287e+44 0.000000e+00 0.000000e+00 0.405863 2.982042 0.000000 0.000000
1.473805e+01 5.286663e+44 0.000000e+00 0.000000e+00 0.244716 4.727934 0.000000 0.000000
1.466816e+01 3.664836e+44 0.000000e+00 0.000000e+00 0.195067 3.789498 0.000000 0.000000
1.469912e+01 2.309829e+44 0.000000e+00 0.000000e+00 0.094667 3.998144 0.000000 0.000000
1.460342e+01 5.208168e+44 0.000000e+00 0.000000e+00 0.770649 6.984061 0.000000 0.000000
1.463448e+01 1.645847e+44 0.000000e+00 0.000000e+00 0.294972 3.669319 0.000000 0.000000
1.465321e+01 3.633265e+44 0.000000e+00 0.000000e+00 0.875842 5.840719 0.000000 0.000000
1.461271e+01 2.517110e+44 0.000000e+00 0.000000e+00 0.688607 4.641669 0.000000 0.000000
1.476436e+01 3.027028e+44 0.000000e+00 0.000000e+00 0.467766 7.003998 0.000000 0.000000
1.466382e+01 5.575489e+44 0.000000e+00 0.000000e+00 0.805846 7.537874 0.000000 0.000000
