1.464048e+01 3.459647e+44 0.000000e+00 0.000000e+00 0.933526 8.574878 0.000000 0.000000
1.466833e+01 1.776563e+44 0.000000e+00 0.000000e+00 0.507279 5.837286 0.000000 0.000000
1.474861e+01 2.101821e+44 0.000000e+00 0.000000e+00 0.434956 7.152350 0.000000 0.000000
1.464766e+01 1.866704e+44 0.000000e+00 0.000000e+00 0.504398 6.086259 0.000000 0.000000
1.476291e+01 2.797474e+44 0.000000e+00 0.000000e+00 0.873076 9.652845 0.000000 0.000000
1.461741e+01 2.407322e+44 0.000000e+00 0.000000e+00 0.493496 4.207821 0.000000 0.000000
1.475019e+01 8.441210e+44 0.000000e+00 0.000000e+00 0.844925 5.804464 0.000000 0.000000
1.472035e+01 4.013649e+44 0.000000e+00 0.000000e+00 0.599869 6.563389 0.000000 0.000000
1.461280e+01 1.710957e+44 0.000000e+00 0.000000e+00 0.464930 4.607674 0.000000 0.000000
1.473908e+01 6.046572e+44 0.000000e+00 0.000000e+00 0.545718 6.107217 0.000000 0.000000
1.472955e+01 5.054375e+44 0.000000e+00 0.000000e+00 0.385829 5.103113 0.000000 0.000000
1.474871e+01 1.373466e+44 0.000000e+00 0.000000e+00 0.088465 3.889793 0.000000 0.000000
1.468397e+01 6.053575e+44 0.000000e+00 0.000000e+00 0.664451 5.171922 0.000000 0.000000
1.464630e+01 2.096863e+44 0.000000e+00 0.000000e+00 0.849133 7.691535 0.000000 0.000000
1.473936e+01 2.460029e+44 0.000000e+00 0.000000e+00 0.012311 4.021666 0.000000 0.000000
1.477420e+01 4.244295e+44 0.000000e+00 0.000000e+00 0.565241 6.799749 0.000000 0.000000
1.470444e+01 5.532852e+44 0.000000e+00 0.000000e+00 0.739696 8.227847 0.000000 0.000000
1.472378e+01 4.057774e+44 0.000000e+00 0.000000e+00 0.213448 4.101704 0.000000 0.000000
1.464251e+01 2.211244e+44 0.000000e+00 0.000000e+00 0.296363 4.091870 0.000000 0.000000
1.461796e+01 1.658941e+44 0.000000e+00 0.000000e+00 0.428146 2.995873 0.000000 0.000000
1.465510e+01 2.289040e+44 0.000000e+00 0.000000e+00 0.459334 4.854650 0.000000 0.000000
1.476044e+01 3.197990e+44 0.000000e+00 0.000000e+00 0.173401 3.462961 0.000000 0.000000
1.461796e+01 2.821682e+44 0.000000e+00 0.000000e+00 0.661361 3.837373 0.000000 0.000000
1.461208e+01 4.655086e+44 0.000000e+00 0.000000e+00 0.818587 5.631773 0.000000 0.000000
1.471987e+01 3.362819e+44 0.000000e+00 0.000000e+00 0.741359 6.330602 0.000000 0.000000
1.476609e+01 2.947611e+44 0.000000e+00 0.000000e+00 0.206133 4.580408 0.000000 0.000000
1.474154e+01 5.848483e+44 0.000000e+00 0.000000e+00 0.828179 8.047102 0.000000 0.000000
